year,county,town,incidentDate,incidentTime,city,officerName,officerid,location,type,officerSex,officerRace,townCounty
2012,Cape May County,Wildwood,2/19/12,1:55,Wildwood,Spencer Smith,SpencerSmithWildwood,"5100 Atlantic avenue, NJ 08260","Crime In Progress, Domestic",Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,7/22/13,2:18,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Schellenger Ave/Atlantic Ave, NJ 08260","Traffic Stop, Other: Wanted Person",Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,3/11/12,23:33,Wildwood,Spencer Smith,SpencerSmithWildwood,"129 W Baker avenue, NJ 08260",Other: Mental Case,Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,8/12/12,1:22,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Schellenger Ave / Atlantic Ave, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,7/22/13,23:43,Wildwood,Spencer Smith,SpencerSmithWildwood,"3700 New Jersey Avenue Housing Authority Office, NJ 08260","Crime In Progress, Suspicious Person",Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,4/30/12,2:15,Wildwood,Spencer Smith,SpencerSmithWildwood,"200 BL E Baker Avenue, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,8/18/12,1:46,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Schellenger Ave / Pacific Ave, NJ 08260",Other: Combative/Resistive With Officers,Male,WHITE,"Wildwood, Cape May County"
2016,Cape May County,Wildwood,6/2/16,23:07,Wildwood,Spencer Smith,SpencerSmithWildwood,"3501 New Jersey Avenue, NJ 08260",Other: Person With A Gun,Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,8/18/12,3:09,Wildwood,Spencer Smith,SpencerSmithWildwood,"100 BL E Lincoln Avenue, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2016,Cape May County,Wildwood,6/13/16,1:23,Wildwood,Spencer Smith,SpencerSmithWildwood,"3200 Atlantic Avenue, NJ 08260",Other: Minor Under The Influence,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,8/24/13,23:42,Wildwood,Spencer Smith,SpencerSmithWildwood,"250 E Rio Grande Ave, NJ 08260",Domestic,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,5/25/13,4:36,Wildwood,Spencer Smith,SpencerSmithWildwood,"4106 New Jersey Avenue, NJ",Other: Prisoner Transport,Male,WHITE,"Wildwood, Cape May County"
2016,Cape May County,Wildwood,5/26/16,23:20,,Spencer Smith,SpencerSmithWildwood,"4501 Boardwalk, NJ",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,2/3/13,4:07,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Garfield Ave/New Jersey Ave, NJ 08260","Crime In Progress, Suspicious Person",Male,WHITE,"Wildwood, Cape May County"
2016,Cape May County,Wildwood,2/26/16,2:56,Wildwood,Spencer Smith,SpencerSmithWildwood,"W Baker Ave/Park Blvd, NJ 08260","Crime In Progress, Traffic Stop",Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,5/27/13,2:57,Wildwood,Spencer Smith,SpencerSmithWildwood,"300 BL E Youngs Avenue, NJ 08260",Other: Fight,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,6/8/13,0:55,Wildwood,Spencer Smith,SpencerSmithWildwood,"146 E Spicer Avenue, NJ 08260",Other: Medical Assist,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,6/9/13,21:59,Wildwood,Spencer Smith,SpencerSmithWildwood,"4200 Ocean Avenue, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,9/30/12,1:55,Wildwood,Spencer Smith,SpencerSmithWildwood,"248 E Schellenger, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,6/30/12,18:36,Wildwood,Spencer Smith,SpencerSmithWildwood,"W Roberts Ave/Hudson Ave, NJ 08260",Traffic Stop,Male,WHITE,"Wildwood, Cape May County"
2012,Cape May County,Wildwood,12/8/12,4:05,Wildwood,Spencer Smith,SpencerSmithWildwood,"3707 Pacific Avenue, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,7/20/13,3:18,Wildwood,Spencer Smith,SpencerSmithWildwood,"3707 Pacific Avenue, NJ 08260",Crime In Progress,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,3/29/13,23:43,Wildwood,Spencer Smith,SpencerSmithWildwood,"4500 Washington Avenue, NJ 08260",Suspicious Person,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,9/15/13,0:17,Wildwood,Spencer Smith,SpencerSmithWildwood,"3600 BL Pacific Avenue, NJ 08260",Other: Resisting Arrest,Male,WHITE,"Wildwood, Cape May County"
2014,Cape May County,Wildwood,5/24/14,23:48,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Wildwood Ave/Boardwalk, NJ 08260",Other: Disorderly Conduct/Resisting Arrest,Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,10/27/13,3:45,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Spicer Ave/New Jersey Ave, NJ 08260","Suspicious Person, Other: Attempt To Serve Warrant / Obstruction",Male,WHITE,"Wildwood, Cape May County"
2013,Cape May County,Wildwood,11/17/13,2:38,Wildwood,Spencer Smith,SpencerSmithWildwood,"3800 Pacific Avenue, NJ 08260",Other: Fight / Resisting Arrest,Male,WHITE,"Wildwood, Cape May County"
2014,Cape May County,Wildwood,5/27/14,19:41,Wildwood,Spencer Smith,SpencerSmithWildwood,"242 E Hand Avenue, NJ 08260",Other: Attempt To Serve Warrant,Male,WHITE,"Wildwood, Cape May County"
2015,Cape May County,Wildwood,10/8/15,22:11,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Davis Ave/Pacific Ave, NJ 08260",Suspicious Person,Male,WHITE,"Wildwood, Cape May County"
2015,Cape May County,Wildwood,12/8/15,17:58,Wildwood,Spencer Smith,SpencerSmithWildwood,"200 BL E Baker Avenue, NJ 08260",Suspicious Person,Male,WHITE,"Wildwood, Cape May County"
2014,Cape May County,Wildwood,8/10/14,3:06,Wildwood,Spencer Smith,SpencerSmithWildwood,"3700 Atlantic Avenue, NJ 08260",Other Dispute,Male,WHITE,"Wildwood, Cape May County"
2015,Cape May County,Wildwood,7/16/15,18:02,Wildwood,Spencer Smith,SpencerSmithWildwood,"145 E Taylor Avenue, NJ 08260",Other: Medical Assist,Male,WHITE,"Wildwood, Cape May County"
2014,Cape May County,Wildwood,10/5/14,0:54,Wildwood,Spencer Smith,SpencerSmithWildwood,"E Wildwood Ave/Atlantic Ave, NJ 08260",Traffic Stop,Male,WHITE,"Wildwood, Cape May County"
2015,Cape May County,Wildwood,8/7/15,21:47,Wildwood,Spencer Smith,SpencerSmithWildwood,"3200 Atlantic avenue, NJ 08260",Other: Intoxicated Person,Male,WHITE,"Wildwood, Cape May County"
2013,Passaic County,Paterson,1X/28/2013,23:50,,S S Macolino,SSMacolinoPaterson,62 Dover St,"Suspicious Person, Other: Terroristic Threats/Resisting Obstruction",Not listed,,"Paterson, Passaic County"
2013,Passaic County,Paterson,09/XX/2013,18:53,,S S Macolino,SSMacolinoPaterson,215 Rosa Parks Blvd,"Suspicious Person, Other: Obstructing / Resisting",Not listed,,"Paterson, Passaic County"
2013,Passaic County,Paterson,0X/18/2013,2:55,,S S Macolino,SSMacolinoPaterson,Market / E 21st St,"Suspicious Person, Other: Obstruction",Not listed,,"Paterson, Passaic County"
2013,Passaic County,Paterson,9/1/13,18:55,,S S Macolino,SSMacolinoPaterson,Vreeland Ave / E 36th St,"Suspicious Person, Other: Cds Offenses / Resisting By Flight",Not listed,,"Paterson, Passaic County"
2013,Passaic County,Paterson,11/X5/2013,2:33,,S S Macolino,SSMacolinoPaterson,703 Main St,"Suspicious Person, Other: Agg Assault P.O",Not listed,,"Paterson, Passaic County"
2013,Passaic County,Paterson,XX/20/2013,1:28,,S S Macolino,SSMacolinoPaterson,Madison / 10th Ave,"Other Dispute, Other: Fight",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,6/1/14,2:45,,S S Macolino,SSMacolinoPaterson,710 - 712 Madison Ave,"Crime In Progress, Other: Agg. Assault On P.O.",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,2/12/14,19:30,,S S Macolino,SSMacolinoPaterson,424 Market St,"Crime In Progress, Other: Narcotics Offenses, Resisting Arrest By Flight",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,2/22/14,12:30,,S S Macolino,SSMacolinoPaterson,166 N Main St,"Suspicious Person, Other: Obstruction, Possession Of Cds W/Intent",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,7/12/14,21:23,,S S Macolino,SSMacolinoPaterson,Edwin Ave and Auburn St,"Crime In Progress, Other: Poss Of Cds With Intent",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,5/1/14,12:30,,S S Macolino,SSMacolinoPaterson,310 Hamilton Ave 3R,"Crime In Progress, Other: Narcotics Investigation",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,5/15/14,15:00,,S S Macolino,SSMacolinoPaterson,Union and Jasper St,"Suspicious Person, Other: Narcotics Arrest",Not listed,,"Paterson, Passaic County"
2015,Passaic County,Paterson,10/3/15,3:05,,S Macolino,SSMacolinoPaterson,208 Governor St,"Crime In Progress, Other: Possession Of Stolen Property",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,4/8/14,17:40,,S S Macolino,SSMacolinoPaterson,310 Hamilton Ave,"Crime In Progress, Cds Offenses",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,8/16/14,10:46,Paterson,S S Macolino,SSMacolinoPaterson,"157 12th Ave, NJ","Other: Narcotics, Investigation/ Division",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,8/17/14,0:30,,S S Macolino,SSMacolinoPaterson,150 20th Ave,"Suspicious Person, Other: Narcotics Arrest",Not listed,,"Paterson, Passaic County"
2014,Passaic County,Paterson,8/22/14,20:10,,S S Macolino,SSMacolinoPaterson,764 E 27th St,"Suspicious Person, Other: Narcotics/ Investigation",Not listed,,"Paterson, Passaic County"
2014,Monmouth County,Red Bank,9/6/14,14:25,Red Bank,Stanley Balmer,StanleyBalmerRedBank,Red Bank Train Station,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,9/11/12,16:51,,Stan Balmer,StanleyBalmerRedBank,Rector Place,"Crime In Progress, Traffic Stop",Male,WHITE,"Red Bank, Monmouth County"
2014,Monmouth County,Red Bank,8/1/14,0:22,Red Bank,Stanley Balmer,StanleyBalmerRedBank,Broad Street Red Bank,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2014,Monmouth County,Red Bank,2/12/14,22:45,Red Bank,Stanley Balmer,StanleyBalmerRedBank,W. Bergen Ave/Leighton Ave,Traffic Stop,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,11/20/16,2:08,,Stanley Balmer,StanleyBalmerRedBank,Broad Street,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,9/22/13,2:00,,Stanley Balmer,StanleyBalmerRedBank,English Plaza Parking Lot,Other Dispute,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,9/22/13,2:00,,Stanley Balmer,StanleyBalmerRedBank,English Plaza Parking Lot,Other Dispute,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,8/19/13,10:19,Red Bank,Stanley Balmer,StanleyBalmerRedBank,"228 West Bergan Ave, NJ",Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,7/4/13,20:50,,Stanley Balmer,StanleyBalmerRedBank,10 West St,Other: Nothing,Male,WHITE,"Red Bank, Monmouth County"
2015,Monmouth County,Red Bank,12/27/15,1:51,Red Bank,Stanley Balmer,StanleyBalmerRedBank,"8 West Front Street, NJ",Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2015,Monmouth County,Red Bank,12/13/15,2:25,,Stanley Balmer,StanleyBalmerRedBank,165 River St.,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,6/12/16,1:57,,Stanley Balmer,StanleyBalmerRedBank,Monmouth Street,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,6/10/16,0:45,,Stanley Balmer,StanleyBalmerRedBank,90 Monmouth St,Traffic Stop,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,5/28/13,0:05,,Stanley Balmer,StanleyBalmerRedBank,White St/English PZ,Other: Disorderly,Male,WHITE,"Red Bank, Monmouth County"
2013,Monmouth County,Red Bank,5/24/13,1:47,,Stanley Balmer,StanleyBalmerRedBank,E. Front St/Broad St,Other: Disorderly Person,Male,WHITE,"Red Bank, Monmouth County"
2015,Monmouth County,Red Bank,10/17/15,1:55,Red Bank,Stanley Balmer,StanleyBalmerRedBank,"8 West Front Street, NJ",Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2016,Monmouth County,Red Bank,3/19/16,23:08,,Stanley Balmer,StanleyBalmerRedBank,Riverview Medical Center,"Crime In Progress, Domestic",Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,3/17/12,17:31,Red Bank,Stanley Balmer,StanleyBalmerRedBank,"30 Monmouth Street, NJ",Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2012,Monmouth County,Red Bank,2/14/12,22:30,,Stanley Balmer,StanleyBalmerRedBank,Marion/ Harrison,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2015,Monmouth County,Red Bank,6/13/15,0:27,,Stan Balmer,StanleyBalmerRedBank,30 Monmouth St.,Crime In Progress,Male,WHITE,"Red Bank, Monmouth County"
2015,Camden County,Camden,8/10/15,19:41,Camden,Stanley Vertus,StenleyVertusCamden,"2255 Bank Street, NJ 08105",Pedestrian Stop,Not listed,,"Camden, Camden County"
2015,Camden County,Camden,8/28/15,0:12,Camden,Stanley Vertus,StenleyVertusCamden,"4th Atlantic Avenue, Direction: S, NJ 08104",Traffic Stop,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,8/2/14,9:30,,Stenley Vertus,StenleyVertusCamden,1057 Lakeshore,Other: Person Involved In The Shooting Of 1087 Lakeshore,Male,BLACK,"Camden, Camden County"
2014,Camden County,Camden,6/16/14,8:20,,Stenley Vertus,StenleyVertusCamden,Pershing and Thurman,Suspicious Person,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,6/30/14,4:20,,Stenley Vertus,StenleyVertusCamden,Westfield Ave & N 36th St,Suspicious Person,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,7/31/14,10:22,,Stenley Vertus,StenleyVertusCamden,Morgan and Broadway,Suspicious Person,Male,BLACK,"Camden, Camden County"
2014,Camden County,Camden,6/30/14,1:48,,Stenley Vertus,StenleyVertusCamden,Broadway / Kaighn,Suspicious Person,Male,BLACK,"Camden, Camden County"
2014,Camden County,Camden,5/3/14,10:16,,Stenley Vertus,StenleyVertusCamden,500 N 7th Street North Gate 2,Suspicious Person,Male,BLACK,"Camden, Camden County"
2014,Camden County,Camden,5/22/14,8:12,,Stenley Vertus,StenleyVertusCamden,1249 Whitman,Suspicious Person,Not listed,,"Camden, Camden County"
2014,Camden County,Camden,3/28/14,2:45,,Stenley Vertus,StenleyVertusCamden,Central Processing,Suspicious Person,Male,BLACK,"Camden, Camden County"
2014,Camden County,Camden,3/29/14,11:46,,Stenley Vertus,StenleyVertusCamden,8th and Elm Street,Suspicious Person,Not listed,,"Camden, Camden County"
2015,Camden County,Camden,8/10/15,18:22,Camden,Stephen Bezich,StephenBezichCamden,"4th Washington Street, Direction: S, NJ 08104",Crime In Progress,Not listed,,"Camden, Camden County"
2015,Camden County,Camden,8/10/15,18:34,Camden,Stephen Bezich,StephenBezichCamden,"4th Washington St Street, Direction: S, NJ 08104",Crime In Progress,Not listed,,"Camden, Camden County"
2012,Gloucester County,Glassboro,3/2/12,2:06,,Stephen E Cavallaro,StephenECavallaroGlassboro,Landmark Americana,Other Dispute,Male,WHITE,"Glassboro, Gloucester County"
2012,Gloucester County,Glassboro,4/10/12,5:16,,Stephen E Cavallaro,StephenECavallaroGlassboro,103 N Columbia Rd,Other Dispute,Male,WHITE,"Glassboro, Gloucester County"
2012,Gloucester County,Glassboro,5/31/12,0:49,,Stephen E Cavallaro,StephenECavallaroGlassboro,Hollybush Apartments,Suspicious Person,Male,WHITE,"Glassboro, Gloucester County"
2013,Gloucester County,Glassboro,4/10/13,3:02,,Stephen E Cavallaro,StephenECavallaroGlassboro,Ruth Ave,Traffic Stop,Male,WHITE,"Glassboro, Gloucester County"
2013,Gloucester County,Glassboro,4/19/13,16:23,,Stephen E Cavallaro,StephenECavallaroGlassboro,42 S. Delsea Dr,Other: Emotionally Disturbed Juvenile,Male,WHITE,"Glassboro, Gloucester County"
2015,Gloucester County,Glassboro,9/22/15,21:31,Glassboro,Stephen E Cavallaro,StephenECavallaroGlassboro,"275 E High St, Apt J 194, NJ 08028",Domestic,Male,WHITE,"Glassboro, Gloucester County"
2012,Gloucester County,Glassboro,9/8/12,1:23,,Stephen E Cavallaro,StephenECavallaroGlassboro,West St @ Carpenter,"Crime In Progress, Other: Ped Stop",Male,WHITE,"Glassboro, Gloucester County"
2015,Gloucester County,Glassboro,10/16/15,23:15,,Stephen E Cavallaro,StephenECavallaroGlassboro,"275 E High St, Apt W418","Crime In Progress, Domestic, Other: Domestic Violation",Male,WHITE,"Glassboro, Gloucester County"
2013,Gloucester County,Glassboro,8/30/13,13:30,,Stephen E Cavallaro,StephenECavallaroGlassboro,28 E High St,Other: Subject Eluding Officer And Reaching Into Pockets,Male,WHITE,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,6/27/14,BLANK,,Stephen E Cavallaro,StephenECavallaroGlassboro,Elsmere Park,"Other Dispute, Other: Fight",Male,WHITE,"Glassboro, Gloucester County"
2013,Gloucester County,Glassboro,9/17/13,15:50,,Stephen E Cavallaro,StephenECavallaroGlassboro,178 S. Delsea Dr,Domestic,Male,WHITE,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,7/14/14,3:30,,Stephen E Cavallaro,StephenECavallaroGlassboro,63 Williams St,Crime In Progress,Male,WHITE,"Glassboro, Gloucester County"
2016,Gloucester County,Glassboro,10/28/16,13:12,,Stephen E Cavallaro,StephenECavallaroGlassboro,E New St,Other: High Risk Mv Stop,Male,WHITE,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,9/12/14,18:46,,Stephen E Cavallaro,StephenECavallaroGlassboro,22 Franklin Rd,Other: Criminal Mischief/Agg Assault On Police,Male,WHITE,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,9/12/14,18:46,,Stephen Cavallaro,StephenECavallaroGlassboro,22 Franklin Rd,Other: Criminal Mischief/Agg Assault On Police,Male,WHITE,"Glassboro, Gloucester County"
2014,Gloucester County,Glassboro,12/21/14,22:36,,Stephen E Cavallaro,StephenECavallaroGlassboro,203 Lakeside Dr,Other: Suicidal Male (Known Weapons At The Residence),Male,WHITE,"Glassboro, Gloucester County"
2015,Ocean County,Toms River,11/10/15,21:20,,Stephen Eubanks,StephenSEubanksTomsRiver,424 Colleen Court,Other: Mental Health Evaluation,Male,WHITE,"Toms River, Ocean County"
2014,Ocean County,Toms River,3/12/14,19:45,,Stephen Eubanks,StephenSEubanksTomsRiver,198 Sharon Dr,Other: Pess Screening,Male,WHITE,"Toms River, Ocean County"
2016,Ocean County,Toms River,5/4/16,0:41,,Stephen Eubanks,StephenSEubanksTomsRiver,1920 Route 37 E (Paintmaster),Traffic Stop,Male,WHITE,"Toms River, Ocean County"
2016,Ocean County,Toms River,6/6/16,22:30,,Stephen Eubanks,StephenSEubanksTomsRiver,3222 Mystic Port Place,Other: Pess Screening,Male,WHITE,"Toms River, Ocean County"
2014,Middlesex County,Perth Amboy,2/13/14,1:00,,Stephen D Hedberg,StephenHedbergPerthAmboy,536 Hartford St,Suspicious Person,Male,WHITE,"Perth Amboy, Middlesex County"
2013,Middlesex County,Perth Amboy,1/27/13,5:48,,Stephen Hedberg,StephenHedbergPerthAmboy,415 Brace Ave,Domestic,Male,WHITE,"Perth Amboy, Middlesex County"
2014,Middlesex County,Perth Amboy,2/22/14,2:44,,Stephen Hedberg,StephenHedbergPerthAmboy,365 NBA,Domestic,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,1/6/15,23:37,,Stephen Hedberg,StephenHedbergPerthAmboy,377 Smith,Crime In Progress,Male,WHITE,"Perth Amboy, Middlesex County"
2014,Middlesex County,Perth Amboy,4/28/14,1:50,,Stephen Hedberg,StephenHedbergPerthAmboy,462 Amboy,"Other: Agg Assault, Resisting Arrest, Disorderly",Male,WHITE,"Perth Amboy, Middlesex County"
2014,Middlesex County,Perth Amboy,4/27/14,4:04,,Stephen D Hedberg,StephenHedbergPerthAmboy,633 New Brunswick Ave,Other: Fight,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,3/11/15,6:23,,Stephen D Hedberg,StephenHedbergPerthAmboy,Convery Blvd / Fayette,Crime In Progress,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,4/23/15,1:35,,Stephen Hedberg,StephenHedbergPerthAmboy,650 Cortlandt St,Other: Disorderly Person,Male,WHITE,"Perth Amboy, Middlesex County"
2013,Middlesex County,Perth Amboy,5/19/13,4:25,,Stephen Hedberg,StephenHedbergPerthAmboy,98 Brighton Ave,Other: Fight,Male,WHITE,"Perth Amboy, Middlesex County"
2012,Middlesex County,Perth Amboy,12/15/12,4:56,,Stephen D Hedberg,StephenHedbergPerthAmboy,360 Lawrie,Other: Edp,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,6/7/15,22:29,,Stephen Hedberg,StephenHedbergPerthAmboy,223 Broad St,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,6/16/15,6:45,,Stephen Hedberg,StephenHedbergPerthAmboy,444 Convery Blvd,Traffic Stop,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,12/10/15,1:21,,Stephen Hedberg,StephenHedbergPerthAmboy,606 High,Other: Disorderly,Male,WHITE,"Perth Amboy, Middlesex County"
2013,Middlesex County,Perth Amboy,5/19/13,6:51,,Stephen Hedberg,StephenHedbergPerthAmboy,180 Gordon St,Other: Intox,Male,WHITE,"Perth Amboy, Middlesex County"
2014,Middlesex County,Perth Amboy,7/31/14,0:16,,Stephen D Hedberg,StephenHedbergPerthAmboy,894 Harned St,Other: Unwanted,Male,WHITE,"Perth Amboy, Middlesex County"
2012,Middlesex County,Perth Amboy,9/29/12,2:05,,Stephen Hedberg,StephenHedbergPerthAmboy,1050 Fl Grove Rd,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2013,Middlesex County,Perth Amboy,9/22/13,21:50,,Stephen Hedberg,StephenHedbergPerthAmboy,250 Water St,Other: Warrant Check,Male,WHITE,"Perth Amboy, Middlesex County"
2013,Middlesex County,Perth Amboy,9/8/13,0:04,,Stephen Hedberg,StephenHedbergPerthAmboy,New Brunswick Ave/Convery,Other: Fight,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,2/19/16,22:00,,Stephen Hedberg,StephenHedbergPerthAmboy,890 Amboy Ave/Las Islas Bar,Other: Fight,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,11/18/16,6:31,,Stephen Hedberg,StephenHedbergPerthAmboy,640 Carlock Fl 1,Domestic,Male,WHITE,"Perth Amboy, Middlesex County"
2012,Morris County,Boonton Township,8/2/12,23:06,Boonton,Stephen Jones,StephenJonesBoontonTownship,429 Green St,Traffic Violation,Not listed,,"Boonton Township, Morris County"
2013,Morris County,Boonton Township,2/24/13,1:44,,Stephen Jones,StephenJonesBoontonTownship,200 Block Boonton Ave,"Crime In Progress, Suspicious Person, Traffic Violation",Not listed,,"Boonton Township, Morris County"
2013,Morris County,Boonton Township,2/24/13,3:15,,Stephen Jones,StephenJonesBoontonTownship,100 Washington St,"Crime In Progress, Traffic Violation",Not listed,,"Boonton Township, Morris County"
2013,Morris County,Boonton Township,2/28/13,2:25,,Stephen Jones,StephenJonesBoontonTownship,400 Block of Boonton Avenue,"Suspicious Person, Traffic Violation",Not listed,,"Boonton Township, Morris County"
2013,Morris County,Boonton Township,2/28/13,19:55,,Stephen Jones,StephenJonesBoontonTownship,230 Old Boonton Rd,"Crime In Progress, Domestic",Not listed,,"Boonton Township, Morris County"
2013,Morris County,Boonton Township,4/20/13,20:28,,Stephen Jones,StephenJonesBoontonTownship,100 Washington St,Traffic Violation,Not listed,,"Boonton Township, Morris County"
2014,Morris County,Boonton Township,1/1/14,5:03,,Stephen Jones,StephenJonesBoontonTownship,Mechanic St/Birch St,"Traffic Violation, Other Dispute",Not listed,,"Boonton Township, Morris County"
2014,Morris County,Boonton Township,4/10/14,14:17,,Stephen Jones,StephenJonesBoontonTownship,300 Wootton St - Walmart,Crime In Progress,Not listed,,"Boonton Township, Morris County"
2014,Morris County,Boonton Township,4/29/14,13:12,,Stephen Jones,StephenJonesBoontonTownship,107 Cherry Lane Apt A1,Crime In Progress,Not listed,,"Boonton Township, Morris County"
2014,Morris County,Boonton Township,5/3/14,1:22,,Stephen Jones,StephenJonesBoontonTownship,Route 287 South Just Prior to Exit 42,Traffic Violation,Not listed,,"Boonton Township, Morris County"
2016,Morris County,Boonton Township,3/26/16,2:22,,Stephen Jones,StephenJonesBoontonTownship,434B Church St,Domestic,Male,WHITE,"Boonton Township, Morris County"
2016,Morris County,Boonton Township,9/9/16,23:10,,Stephen Jones,StephenJonesBoontonTownship,Union St,Domestic,Male,WHITE,"Boonton Township, Morris County"
2016,Passaic County,Pompton Lakes,6/15/16,16:24,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,Wanaque Ave/Cannonball Rd,Other: Intoxicated And Injured Male,Male,WHITE,"Pompton Lakes, Passaic County"
2015,Passaic County,Pompton Lakes,4/27/15,19:56,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,409 Hamburg Tpk,Other Dispute,Male,WHITE,"Pompton Lakes, Passaic County"
2016,Passaic County,Pompton Lakes,7/18/16,6:01,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,Hamburg Tpk/Corning Ave,Traffic Stop,Male,WHITE,"Pompton Lakes, Passaic County"
2016,Passaic County,Pompton Lakes,8/3/16,17:21,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,191 Hamburg Tpk,Other: Juvenile Matter,Male,WHITE,"Pompton Lakes, Passaic County"
2015,Passaic County,Pompton Lakes,5/11/15,11:45,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,534 Ramapo Ave,Other: Nothing,Male,WHITE,"Pompton Lakes, Passaic County"
2013,Passaic County,Pompton Lakes,3/28/13,23:24,Pompton Lakes,Stephen M Kouefati,StephenKouefatiPomptonLakes,"22 Broad St, NJ",Suspicious Person,Not listed,,"Pompton Lakes, Passaic County"
