officerid,sId,count,dept,name
JamesRPeriBloomfield,3454,1,"Bloomfield, Essex County",James Peri
JosephCirasaCedarGrove,3455,1,"Cedar Grove, Essex County",Joseph Cirasa
JohnKennedyCedarGrove,3456,1,"Cedar Grove, Essex County",John Kennedy
ChristopherHeckCedarGrove,3457,1,"Cedar Grove, Essex County",Christopher Heck
MichaelPassafiumeCedarGrove,3458,1,"Cedar Grove, Essex County",Michael Passafiume
BLANKHernandezElizabeth,3459,1,"Elizabeth, Union County",Blank Hernandez
JosephRussomannoCedarGrove,3460,1,"Cedar Grove, Essex County",Joseph Russomanno
WalterTBohorquezElizabeth,3461,1,"Elizabeth, Union County",Walter Bohorquez
RobertMcDermottCedarGrove,3462,1,"Cedar Grove, Essex County",Robert McDermott
BLANKAlvaradoElizabeth,3463,1,"Elizabeth, Union County",Blank Alvarado
PauloGomesEssexFells,3464,1,"Essex Fells, Essex County",Paulo Gomes
LateefBanksElizabeth,3465,1,"Elizabeth, Union County",Lateef Banks
DominqueMaxisOrange,3466,1,"Orange, Essex County",Dominque Maxis
AntonioRiveraOrange,3467,1,"Orange, Essex County",Antonio Rivera
AlfonsoColonElizabeth,3468,1,"Elizabeth, Union County",Alfonso Colon
MichaelRuscanskyElizabeth,3469,1,"Elizabeth, Union County",Michael Ruscansky
PaulParionaBelleville,3470,1,"Belleville, Essex County",Paul Pariona
EricSchneiderOrange,3471,1,"Orange, Essex County",Eric Schneider
RoccoDesantisOrange,3472,1,"Orange, Essex County",Rocco Desantis
MichelleMaldonadoElizabeth,3473,1,"Elizabeth, Union County",Michelle Maldonado
FrankCFowlerElizabeth,3474,1,"Elizabeth, Union County",Frank Fowler
ThomasDockendorfBelleville,3475,1,"Belleville, Essex County",Thomas Dockendorf
DavidThompsonOrange,3476,1,"Orange, Essex County",David Thompson
PDuffyElizabeth,3477,1,"Elizabeth, Union County",P Duffy
RichardForresterOrange,3478,1,"Orange, Essex County",Richard Forrester
LitashaWorthen-BarnesOrange,3479,1,"Orange, Essex County",Litasha Worthen-Barnes
RichardShaughnessyElizabeth,3480,1,"Elizabeth, Union County",Richard Shaughnessy
KarynTisdale-DicksonOrange,3481,1,"Orange, Essex County",Karyn Tisdale-Dickson
MarcoZarfinoBelleville,3482,1,"Belleville, Essex County",Marco Zarfino
RodericJMillerOrange,3483,1,"Orange, Essex County",Roderic Miller
BernardJAlvarezElizabeth,3484,1,"Elizabeth, Union County",Bernard Alvarez
MichaelPiserchioOrange,3485,1,"Orange, Essex County",Michael Piserchio
PaulDolapridaElizabeth,3486,1,"Elizabeth, Union County",Paul Dolaprida
JorgeCabralElizabeth,3487,1,"Elizabeth, Union County",Jorge Cabral
DDerosaElizabeth,3488,1,"Elizabeth, Union County",D Derosa
IngridLopsOrange,3489,1,"Orange, Essex County",Ingrid Lops
JamesSzpondElizabeth,3490,1,"Elizabeth, Union County",James Szpond
MichaelTingolieOrange,3491,1,"Orange, Essex County",Michael Tingolie
WilliamMcCueElizabeth,3492,1,"Elizabeth, Union County",William McCue
DRiveraElizabeth,3493,1,"Elizabeth, Union County",D Rivera
HughJonesBelleville,3494,1,"Belleville, Essex County",Hugh Jones
JasonCarusoBelleville,3495,1,"Belleville, Essex County",Jason Caruso
DishonWilliamsOrange,3496,1,"Orange, Essex County",Dishon Williams
RichardSosoElizabeth,3497,1,"Elizabeth, Union County",Richard Soso
BLANKNiewinskiElizabeth,3498,1,"Elizabeth, Union County",Blank Niewinski
JosephGramiakElizabeth,3499,1,"Elizabeth, Union County",Joseph Gramiak
JeanPBarbosaOrange,3500,1,"Orange, Essex County",Jean Barbosa
BLANKPossoElizabeth,3501,1,"Elizabeth, Union County",Blank Posso
ChristopherFlatleyElizabeth,3502,1,"Elizabeth, Union County",Christopher Flatley
BLANKPinedaElizabeth,3503,1,"Elizabeth, Union County",Blank Pineda
JohnLopezOrange,3504,1,"Orange, Essex County",John Lopez
RashaunJettBelleville,3505,1,"Belleville, Essex County",Rashaun Jett
JosephZarroBelleville,3506,1,"Belleville, Essex County",Joseph Zarro
KennethMcDougalOrange,3507,1,"Orange, Essex County",Kenneth McDougal
MatthewWilliamsElizabeth,3508,1,"Elizabeth, Union County",Matthew Williams
JulianSToomerOrange,3509,1,"Orange, Essex County",Julian Toomer
SabriyaTorresOrange,3510,1,"Orange, Essex County",Sabriya Torres
AnthonyTejadaBelleville,3511,1,"Belleville, Essex County",Anthony Tejada
WillieColeyOrange,3512,1,"Orange, Essex County",Willie Coley
ThomasOConnerElizabeth,3513,1,"Elizabeth, Union County",Thomas OConner
ChristopherMcMahonElizabeth,3514,1,"Elizabeth, Union County",Christopher McMahon
IssacEasonOrange,3515,1,"Orange, Essex County",Issac Eason
HectorLRosadoOrange,3516,1,"Orange, Essex County",Hector Rosado
JosephSOlszewskiJerseyCity,3517,1,"Jersey City, Hudson County",Joseph Olszewski
ShaneWilsonOrange,3518,1,"Orange, Essex County",Shane Wilson
AnthonyGiulianoBelleville,3519,1,"Belleville, Essex County",Anthony Giuliano
ChrisDunnOrange,3520,1,"Orange, Essex County",Chris Dunn
WandaPosada-ValleseBelleville,3521,1,"Belleville, Essex County",Wanda Posada-Vallese
AnthonyAvinoBelleville,3522,1,"Belleville, Essex County",Anthony Avino
AnthonyPetrazzuoloBelleville,3523,1,"Belleville, Essex County",Anthony Petrazzuolo
RobertKaneBelleville,3524,1,"Belleville, Essex County",Robert Kane
VictorPWilliamsOrange,3525,1,"Orange, Essex County",Victor Williams
LouisHMeckaJerseyCity,3526,1,"Jersey City, Hudson County",Louis Mecka
JamesAGiulianoBelleville,3527,1,"Belleville, Essex County",James Giuliano
PhillipDeComaBelleville,3528,1,"Belleville, Essex County",Phillip DeComa
RudolphLSimmondsOrange,3529,1,"Orange, Essex County",Rudolph Simmonds
RichardAAdrianzenOrange,3530,1,"Orange, Essex County",Richard Adrianzen
JackBaumgartnerBelleville,3531,1,"Belleville, Essex County",Jack Baumgartner
ShawnLOcallahanJerseyCity,3532,1,"Jersey City, Hudson County",Shawn Ocallahan
JohnLoiaconoBelleville,3533,1,"Belleville, Essex County",John Loiacono
WilliamCBoggierOrange,3534,1,"Orange, Essex County",William Boggier
JohnnyAndinoBelleville,3535,1,"Belleville, Essex County",Johnny Andino
NicholasKondreckBelleville,3536,1,"Belleville, Essex County",Nicholas Kondreck
PatrickComplitanoBelleville,3537,1,"Belleville, Essex County",Patrick Complitano
JohnMcAloonBelleville,3538,1,"Belleville, Essex County",John McAloon
AlfonsoGriffinJerseyCity,3539,1,"Jersey City, Hudson County",Alfonso Griffin
ToddGBourkeJerseyCity,3540,1,"Jersey City, Hudson County",Todd Bourke
ChrisSchwindtBelleville,3541,1,"Belleville, Essex County",Chris Schwindt
RalphMarottiBelleville,3542,1,"Belleville, Essex County",Ralph Marotti
StevenLLinfanteBelleville,3543,1,"Belleville, Essex County",Steven Linfante
RobertDCantoniBridgetonCity,3544,1,"Bridgeton City, Cumberland County",Robert Cantoni
AlexanderVilasJerseyCity,3545,1,"Jersey City, Hudson County",Alexander Vilas
JaredABuffalinoBridgetonCity,3546,1,"Bridgeton City, Cumberland County",Jared Buffalino
SeanPeekBridgetonCity,3547,1,"Bridgeton City, Cumberland County",Sean Peek
ILLEGIBLEOrtizJerseyCity,3548,1,"Jersey City, Hudson County",Illegible Ortiz
SamuelATorresJerseyCity,3549,1,"Jersey City, Hudson County",Samuel Torres
AlbertRMorrisBridgetonCity,3550,1,"Bridgeton City, Cumberland County",Albert Morris
EndreDKocsisJerseyCity,3551,1,"Jersey City, Hudson County",Endre Kocsis
DanBagleyBridgetonCity,3552,1,"Bridgeton City, Cumberland County",Dan Bagley
JenniferSkalaBridgetonCity,3553,1,"Bridgeton City, Cumberland County",Jennifer Skala
AnthonyHoffmanBridgetonCity,3554,1,"Bridgeton City, Cumberland County",Anthony Hoffman
KimberlyBeuVineland,3555,1,"Vineland, Cumberland County",Kimberly Beu
MichaelAJuliaBridgetonCity,3556,1,"Bridgeton City, Cumberland County",Michael Julia
AmandaRiveraVineland,3557,1,"Vineland, Cumberland County",Amanda Rivera
AdamAustinoVineland,3558,1,"Vineland, Cumberland County",Adam Austino
MeaghanPaganVineland,3559,1,"Vineland, Cumberland County",Meaghan Pagan
GRosarioJerseyCity,3560,1,"Jersey City, Hudson County",G Rosario
RaphaelCSofkosBridgetonCity,3561,1,"Bridgeton City, Cumberland County",Raphael Sofkos
MarkEvangelistaJerseyCity,3562,1,"Jersey City, Hudson County",Mark Evangelista
PhilipSchinnagelJerseyCity,3563,1,"Jersey City, Hudson County",Philip Schinnagel
JohnWSlobodaBridgetonCity,3564,1,"Bridgeton City, Cumberland County",John Sloboda
DarrenJOverstreetBridgetonCity,3565,1,"Bridgeton City, Cumberland County",Darren Overstreet
WilliamMCozzensBridgetonCity,3566,1,"Bridgeton City, Cumberland County",William Cozzens
JohnMcCannVineland,3567,1,"Vineland, Cumberland County",John McCann
AngelMercanoVineland,3568,1,"Vineland, Cumberland County",Angel Mercano
JohnLauriaVineland,3569,1,"Vineland, Cumberland County",John Lauria
AlanPagniniVineland,3570,1,"Vineland, Cumberland County",Alan Pagnini
JarelyRodriguezJerseyCity,3571,1,"Jersey City, Hudson County",Jarely Rodriguez
ChristopherBrunettaVineland,3572,1,"Vineland, Cumberland County",Christopher Brunetta
VincentGlennJerseyCity,3573,1,"Jersey City, Hudson County",Vincent Glenn
CatherineStantVineland,3574,1,"Vineland, Cumberland County",Catherine Stant
GregoryPacittoVineland,3575,1,"Vineland, Cumberland County",Gregory Pacitto
CharlesGarrisonVineland,3576,1,"Vineland, Cumberland County",Charles Garrison
DawnMWallJerseyCity,3577,1,"Jersey City, Hudson County",Dawn Wall
CharlesAmadeiVineland,3578,1,"Vineland, Cumberland County",Charles Amadei
JamesFilluzziVineland,3579,1,"Vineland, Cumberland County",James Filluzzi
RudyBeuVineland,3580,1,"Vineland, Cumberland County",Rudy Beu
BrianJonesVineland,3581,1,"Vineland, Cumberland County",Brian Jones
KristianKirchnerVineland,3582,1,"Vineland, Cumberland County",Kristian Kirchner
MRodriguezMJerseyCity,3583,1,"Jersey City, Hudson County",M Rodriguez M
VictorMSanchezJerseyCity,3584,1,"Jersey City, Hudson County",Victor Sanchez
AngelTelladoVineland,3585,1,"Vineland, Cumberland County",Angel Tellado
PaulShadingerVineland,3586,1,"Vineland, Cumberland County",Paul Shadinger
MatthewRadcliffeVineland,3587,1,"Vineland, Cumberland County",Matthew Radcliffe
SpencerWareVineland,3588,1,"Vineland, Cumberland County",Spencer Ware
WilliamCNewmanVineland,3589,1,"Vineland, Cumberland County",William Newman
AmandaKellyWildwood,3590,1,"Wildwood, Cape May County",Amanda Kelly
BrandonCerretaWildwood,3591,1,"Wildwood, Cape May County",Brandon Cerreta
MatthewPilanskiWildwood,3592,1,"Wildwood, Cape May County",Matthew Pilanski
KendricJJacksonJerseyCity,3593,1,"Jersey City, Hudson County",Kendric Jackson
ThomasShoughWildwood,3594,1,"Wildwood, Cape May County",Thomas Shough
KennethGallagherWildwood,3595,1,"Wildwood, Cape May County",Kenneth Gallagher
JosephPMannaJerseyCity,3596,1,"Jersey City, Hudson County",Joseph Manna
JeffeyRodriguezJerseyCity,3597,1,"Jersey City, Hudson County",Jeffey Rodriguez
JamesAllenWildwood,3598,1,"Wildwood, Cape May County",James Allen
JoshuaWelshWildwood,3599,1,"Wildwood, Cape May County",Joshua Welsh
JamesHomanWildwood,3600,1,"Wildwood, Cape May County",James Homan
KyleRForcinitoOceanCity,3601,1,"Ocean City, Cape May County",Kyle Forcinito
BradleyHallWildwood,3602,1,"Wildwood, Cape May County",Bradley Hall
LauraAHallOceanCity,3603,1,"Ocean City, Cape May County",Laura Hall
JacobMMillevoOceanCity,3604,1,"Ocean City, Cape May County",Jacob Millevo
WilliamPCampbellOceanCity,3605,1,"Ocean City, Cape May County",William Campbell
WilliamWarrellWildwood,3606,1,"Wildwood, Cape May County",William Warrell
CoreyJParsonJerseyCity,3607,1,"Jersey City, Hudson County",Corey Parson
MarcLavelleJerseyCity,3608,1,"Jersey City, Hudson County",Marc Lavelle
MichaelEBrownOceanCity,3609,1,"Ocean City, Cape May County",Michael Brown
EvanBrederWildwood,3610,1,"Wildwood, Cape May County",Evan Breder
JamesLangloisWildwood,3611,1,"Wildwood, Cape May County",James Langlois
BenjaminDaileyJerseyCity,3612,1,"Jersey City, Hudson County",Benjamin Dailey
ColinJMcGuiganOceanCity,3613,1,"Ocean City, Cape May County",Colin McGuigan
KristopherAustinWildwood,3614,1,"Wildwood, Cape May County",Kristopher Austin
ThomasARunyonOceanCity,3615,1,"Ocean City, Cape May County",Thomas Runyon
HenryDelossantosJerseyCity,3616,1,"Jersey City, Hudson County",Henry Delossantos
JosephGrundlockWildwood,3617,1,"Wildwood, Cape May County",Joseph Grundlock
EvitaDiazJerseyCity,3618,1,"Jersey City, Hudson County",Evita Diaz
KeithBJohnsonOceanCity,3619,1,"Ocean City, Cape May County",Keith Johnson
ScottARogersJerseyCity,3620,1,"Jersey City, Hudson County",Scott Rogers
WilliamHendricksonWildwood,3621,1,"Wildwood, Cape May County",William Hendrickson
JohnFlaniganWildwood,3622,1,"Wildwood, Cape May County",John Flanigan
DouglasRVarnoldOceanCity,3623,1,"Ocean City, Cape May County",Douglas Varnold
MatthewRizzoWildwood,3624,1,"Wildwood, Cape May County",Matthew Rizzo
RobertEILLEGIBLEJerseyCity,3625,1,"Jersey City, Hudson County",Robert Illegible
TylerCovelyWildwood,3626,1,"Wildwood, Cape May County",Tyler Covely
ClintonJHelphenstineOceanCity,3627,1,"Ocean City, Cape May County",Clinton Helphenstine
KaylaMRicciOceanCity,3628,1,"Ocean City, Cape May County",Kayla Ricci
BrunildaOOrtegaJerseyCity,3629,1,"Jersey City, Hudson County",Brunilda Ortega
AndrewVivarelliWildwood,3630,1,"Wildwood, Cape May County",Andrew Vivarelli
MarkMinerviniJerseyCity,3631,1,"Jersey City, Hudson County",Mark Minervini
LouisDaveyWildwood,3632,1,"Wildwood, Cape May County",Louis Davey
NicholasLanzoJerseyCity,3633,1,"Jersey City, Hudson County",Nicholas Lanzo
TaronTownsendWildwood,3634,1,"Wildwood, Cape May County",Taron Townsend
TyroneRollsOceanCity,3635,1,"Ocean City, Cape May County",Tyrone Rolls
BrianNTrostleOceanCity,3636,1,"Ocean City, Cape May County",Brian Trostle
DevinBaumanWildwood,3637,1,"Wildwood, Cape May County",Devin Bauman
RaymondSKeoghanJerseyCity,3638,1,"Jersey City, Hudson County",Raymond Keoghan
JosephSThorntonOceanCity,3639,1,"Ocean City, Cape May County",Joseph Thornton
VanessaLStrunkOceanCity,3640,1,"Ocean City, Cape May County",Vanessa Strunk
PClaveroJerseyCity,3641,1,"Jersey City, Hudson County",P Clavero
EdwinOrtizJerseyCity,3642,1,"Jersey City, Hudson County",Edwin Ortiz
SamanthaPescatoreJerseyCity,3643,1,"Jersey City, Hudson County",Samantha Pescatore
FrancescoNastasiSeaIsleCity,3644,1,"Sea Isle City, Cape May County",Francesco Nastasi
MarjorieEJordanJerseyCity,3645,1,"Jersey City, Hudson County",Marjorie Jordan
JamesCFrattiniJerseyCity,3646,1,"Jersey City, Hudson County",James Frattini
KeithEJacksonJerseyCity,3647,1,"Jersey City, Hudson County",Keith Jackson
EamonNallyJerseyCity,3648,1,"Jersey City, Hudson County",Eamon Nally
YolandaBobaJerseyCity,3649,1,"Jersey City, Hudson County",Yolanda Boba
AnthonyMiccicheWildwood,3650,1,"Wildwood, Cape May County",Anthony Micciche
DavidBRowlandOceanCity,3651,1,"Ocean City, Cape May County",David Rowland
RobertAHuffardOceanCity,3652,1,"Ocean City, Cape May County",Robert Huffard
MPriorJerseyCity,3653,1,"Jersey City, Hudson County",M Prior
RevinaTManchisiJerseyCity,3654,1,"Jersey City, Hudson County",Revina Manchisi
WilliamGrassoWildwood,3655,1,"Wildwood, Cape May County",William Grasso
KirkRohrerSeaIsleCity,3656,1,"Sea Isle City, Cape May County",Kirk Rohrer
CharlesPGrosskopfJerseyCity,3657,1,"Jersey City, Hudson County",Charles Grosskopf
ChristopherPennisiSeaIsleCity,3658,1,"Sea Isle City, Cape May County",Christopher Pennisi
MichaelSantoroSeaIsleCity,3659,1,"Sea Isle City, Cape May County",Michael Santoro
ChristopherAHarrisonJerseyCity,3660,1,"Jersey City, Hudson County",Christopher Harrison
MichaelFountasSeaIsleCity,3661,1,"Sea Isle City, Cape May County",Michael Fountas
PatrickDuffyWildwood,3662,1,"Wildwood, Cape May County",Patrick Duffy
DanielJLancasterOceanCity,3663,1,"Ocean City, Cape May County",Daniel Lancaster
KyleJonesWildwood,3664,1,"Wildwood, Cape May County",Kyle Jones
CoryHofmannSeaIsleCity,3665,1,"Sea Isle City, Cape May County",Cory Hofmann
TylerHaganWildwood,3666,1,"Wildwood, Cape May County",Tyler Hagan
JohnTomeiJerseyCity,3667,1,"Jersey City, Hudson County",John Tomei
PatrickDunnWildwood,3668,1,"Wildwood, Cape May County",Patrick Dunn
ChristopherChobertWildwood,3669,1,"Wildwood, Cape May County",Christopher Chobert
CandiceILLEGIBLEJerseyCity,3670,1,"Jersey City, Hudson County",Candice Illegible
MistyKingslandSeaIsleCity,3671,1,"Sea Isle City, Cape May County",Misty Kingsland
RicahrdAGallardoJerseyCity,3672,1,"Jersey City, Hudson County",Ricahrd Gallardo
TimothyGWilliamsOceanCity,3673,1,"Ocean City, Cape May County",Timothy Williams
MariaRuoccoJerseyCity,3674,1,"Jersey City, Hudson County",Maria Ruocco
MistyElgersmaSeaIsleCity,3675,1,"Sea Isle City, Cape May County",Misty Elgersma
AndrewSmithSeaIsleCity,3676,1,"Sea Isle City, Cape May County",Andrew Smith
GarrettMorettiSeaIsleCity,3677,1,"Sea Isle City, Cape May County",Garrett Moretti
ChristopherCalabreseSeaIsleCity,3678,1,"Sea Isle City, Cape May County",Christopher Calabrese
JuanPCabreraJerseyCity,3679,1,"Jersey City, Hudson County",Juan Cabrera
RonaldAPachuckiJerseyCity,3680,1,"Jersey City, Hudson County",Ronald Pachucki
KyleKozarskiSeaIsleCity,3681,1,"Sea Isle City, Cape May County",Kyle Kozarski
KeithWescottWildwood,3682,1,"Wildwood, Cape May County",Keith Wescott
RoccoEFredrickOceanCity,3683,1,"Ocean City, Cape May County",Rocco Fredrick
NicolaDFloriaJerseyCity,3684,1,"Jersey City, Hudson County",Nicola Floria
MarkJMeleniakJerseyCity,3685,1,"Jersey City, Hudson County",Mark Meleniak
RyanDonahueWildwood,3686,1,"Wildwood, Cape May County",Ryan Donahue
MelissaAOnaJerseyCity,3687,1,"Jersey City, Hudson County",Melissa Ona
KyleLawrenceSeaIsleCity,3688,1,"Sea Isle City, Cape May County",Kyle Lawrence
DanielStinsmanSeaIsleCity,3689,1,"Sea Isle City, Cape May County",Daniel Stinsman
TyquanMcIntoshSeaIsleCity,3690,1,"Sea Isle City, Cape May County",Tyquan McIntosh
JosephBrancoSeaIsleCity,3691,1,"Sea Isle City, Cape May County",Joseph Branco
MichaelDBurgessJerseyCity,3692,1,"Jersey City, Hudson County",Michael Burgess
KarreeWrightWildwood,3693,1,"Wildwood, Cape May County",Karree Wright
MatthewMScanlonJerseyCity,3694,1,"Jersey City, Hudson County",Matthew Scanlon
MichaelMaCauleyWildwood,3695,1,"Wildwood, Cape May County",Michael MaCauley
PrinceReedWildwood,3696,1,"Wildwood, Cape May County",Prince Reed
JosephMurphyWildwood,3697,1,"Wildwood, Cape May County",Joseph Murphy
JordanHutnikWildwood,3698,1,"Wildwood, Cape May County",Jordan Hutnik
AndrewBezotskyWildwood,3699,1,"Wildwood, Cape May County",Andrew Bezotsky
IanGallagherJerseyCity,3700,1,"Jersey City, Hudson County",Ian Gallagher
TimothyOBrienJerseyCity,3701,1,"Jersey City, Hudson County",Timothy OBrien
LuisCartagenaSeaIsleCity,3702,1,"Sea Isle City, Cape May County",Luis Cartagena
WilliamBirreraJerseyCity,3703,1,"Jersey City, Hudson County",William Birrera
MatthewCarrollSeaIsleCity,3704,1,"Sea Isle City, Cape May County",Matthew Carroll
RaymondJWeberJerseyCity,3705,1,"Jersey City, Hudson County",Raymond Weber
BrandonPiperSeaIsleCity,3706,1,"Sea Isle City, Cape May County",Brandon Piper
MichaelManningWildwood,3707,1,"Wildwood, Cape May County",Michael Manning
NicholasJKramerJerseyCity,3708,1,"Jersey City, Hudson County",Nicholas Kramer
IsmaelSantiagoWildwood,3709,1,"Wildwood, Cape May County",Ismael Santiago
JosephWidejkoJerseyCity,3710,1,"Jersey City, Hudson County",Joseph Widejko
MUgoliniJerseyCity,3711,1,"Jersey City, Hudson County",M Ugolini
MichaelAmatoSeaIsleCity,3712,1,"Sea Isle City, Cape May County",Michael Amato
ThomasPPucciJerseyCity,3713,1,"Jersey City, Hudson County",Thomas Pucci
JohnAMazzucaOceanCity,3714,1,"Ocean City, Cape May County",John Mazzuca
TravisLRaglandJerseyCity,3715,1,"Jersey City, Hudson County",Travis Ragland
DanaLJacksonJerseyCity,3716,1,"Jersey City, Hudson County",Dana Jackson
FranklinFlashWildwood,3717,1,"Wildwood, Cape May County",Franklin Flash
MichaelFRemsJerseyCity,3718,1,"Jersey City, Hudson County",Michael Rems
CasseyBMcKennaJerseyCity,3719,1,"Jersey City, Hudson County",Cassey McKenna
DonnamarieSuarezJerseyCity,3720,1,"Jersey City, Hudson County",Donnamarie Suarez
FrankWilliamsJerseyCity,3721,1,"Jersey City, Hudson County",Frank Williams
DanielHMundoJerseyCity,3722,1,"Jersey City, Hudson County",Daniel Mundo
AnthonySChiusoloJerseyCity,3723,1,"Jersey City, Hudson County",Anthony Chiusolo
SeanGriffithSeaIsleCity,3724,1,"Sea Isle City, Cape May County",Sean Griffith
ClarenceEDabneyJerseyCity,3725,1,"Jersey City, Hudson County",Clarence Dabney
KevinOMaraJerseyCity,3726,1,"Jersey City, Hudson County",Kevin OMara
DennisWintersJerseyCity,3727,1,"Jersey City, Hudson County",Dennis Winters
CarlosMMelendezJerseyCity,3728,1,"Jersey City, Hudson County",Carlos Melendez
MichaelLippWildwood,3729,1,"Wildwood, Cape May County",Michael Lipp
ZacharyPacanaSeaIsleCity,3730,1,"Sea Isle City, Cape May County",Zachary Pacana
MartinPPerezJerseyCity,3731,1,"Jersey City, Hudson County",Martin Perez
EthanHickmanSeaIsleCity,3732,1,"Sea Isle City, Cape May County",Ethan Hickman
TashonWrightWildwood,3733,1,"Wildwood, Cape May County",Tashon Wright
AlexaDHerreraJerseyCity,3734,1,"Jersey City, Hudson County",Alexa Herrera
MichaelLCamachoJerseyCity,3735,1,"Jersey City, Hudson County",Michael Camacho
RoycelynPeerJerseyCity,3736,1,"Jersey City, Hudson County",Roycelyn Peer
KevinStanickiWildwood,3737,1,"Wildwood, Cape May County",Kevin Stanicki
NelsonJRiveraJerseyCity,3738,1,"Jersey City, Hudson County",Nelson Rivera
EricAubreySeaIsleCity,3739,1,"Sea Isle City, Cape May County",Eric Aubrey
BrianAGajewskiJerseyCity,3740,1,"Jersey City, Hudson County",Brian Gajewski
MichaelCHulingsJerseyCity,3741,1,"Jersey City, Hudson County",Michael Hulings
AustinSchmidtSeaIsleCity,3742,1,"Sea Isle City, Cape May County",Austin Schmidt
JosephQuicksellWildwood,3743,1,"Wildwood, Cape May County",Joseph Quicksell
MichaelNeherWildwood,3744,1,"Wildwood, Cape May County",Michael Neher
PatrickCKirwinJerseyCity,3745,1,"Jersey City, Hudson County",Patrick Kirwin
MatthewMorseWildwood,3746,1,"Wildwood, Cape May County",Matthew Morse
HenryMcLaughlinSeaIsleCity,3747,1,"Sea Isle City, Cape May County",Henry McLaughlin
JohnMilburnSeaIsleCity,3748,1,"Sea Isle City, Cape May County",John Milburn
RobertTLloydSeaIsleCity,3749,1,"Sea Isle City, Cape May County",Robert Lloyd
FDiloneJerseyCity,3750,1,"Jersey City, Hudson County",F Dilone
JohnMartinezSeaIsleCity,3751,1,"Sea Isle City, Cape May County",John Martinez
ArkadiuszAZylkiewiczJerseyCity,3752,1,"Jersey City, Hudson County",Arkadiusz Zylkiewicz
ILLEGIBLERamosJerseyCity,3753,1,"Jersey City, Hudson County",Illegible Ramos
JonasAMcInnisMiddle,3754,1,"Middle, Cape May County",Jonas McInnis
AsifYRiazJerseyCity,3755,1,"Jersey City, Hudson County",Asif Riaz
StevenNovsakMiddle,3756,1,"Middle, Cape May County",Steven Novsak
TalenaELebronJerseyCity,3757,1,"Jersey City, Hudson County",Talena Lebron
ThomasFloundersMiddle,3758,1,"Middle, Cape May County",Thomas Flounders
AndrewGarciaMiddle,3759,1,"Middle, Cape May County",Andrew Garcia
MichaelMaffeiJerseyCity,3760,1,"Jersey City, Hudson County",Michael Maffei
KirkRohrerMiddle,3761,1,"Middle, Cape May County",Kirk Rohrer
AndrewKEckertWildwoodCrest,3762,1,"Wildwood Crest, Cape May County",Andrew Eckert
MaryCreamerMiddle,3763,1,"Middle, Cape May County",Mary Creamer
JoniFrangiehMiddle,3764,1,"Middle, Cape May County",Joni Frangieh
ColeTSawyerWildwoodCrest,3765,1,"Wildwood Crest, Cape May County",Cole Sawyer
JocelynTorresJerseyCity,3766,1,"Jersey City, Hudson County",Jocelyn Torres
ThomasRitterhoffMiddle,3767,1,"Middle, Cape May County",Thomas Ritterhoff
ChristopherRDaltonJerseyCity,3768,1,"Jersey City, Hudson County",Christopher Dalton
JamesDoughertyMiddle,3769,1,"Middle, Cape May County",James Dougherty
RobertShepherdMiddle,3770,1,"Middle, Cape May County",Robert Shepherd
WilliamMJacksonJerseyCity,3771,1,"Jersey City, Hudson County",William Jackson
BrianAStovallWildwoodCrest,3772,1,"Wildwood Crest, Cape May County",Brian Stovall
JonAWeigandWildwoodCrest,3773,1,"Wildwood Crest, Cape May County",Jon Weigand
GaryTunnicliffeNorthWildwood,3774,1,"North Wildwood, Cape May County",Gary Tunnicliffe
DavidMErnstJerseyCity,3775,1,"Jersey City, Hudson County",David Ernst
JamesPLisiJerseyCity,3776,1,"Jersey City, Hudson County",James Lisi
AnthonyJMakofkaJerseyCity,3777,1,"Jersey City, Hudson County",Anthony Makofka
LydianaDiazJerseyCity,3778,1,"Jersey City, Hudson County",Lydiana Diaz
RodmanAnteJerseyCity,3779,1,"Jersey City, Hudson County",Rodman Ante
SaidaISimmonsJerseyCity,3780,1,"Jersey City, Hudson County",Saida Simmons
EdwardMGorskiWildwoodCrest,3781,1,"Wildwood Crest, Cape May County",Edward Gorski
ChristopherCliffordMiddle,3782,1,"Middle, Cape May County",Christopher Clifford
LorenzoPlazaWildwoodCrest,3783,1,"Wildwood Crest, Cape May County",Lorenzo Plaza
ChristopherBurkNorthWildwood,3784,1,"North Wildwood, Cape May County",Christopher Burk
MyloveARobertsonJerseyCity,3785,1,"Jersey City, Hudson County",Mylove Robertson
ChristopherMDolanJerseyCity,3786,1,"Jersey City, Hudson County",Christopher Dolan
DavidJWeberJerseyCity,3787,1,"Jersey City, Hudson County",David Weber
MariaDeCristofaroJerseyCity,3788,1,"Jersey City, Hudson County",Maria DeCristofaro
HumbertoBalbosaJerseyCity,3789,1,"Jersey City, Hudson County",Humberto Balbosa
JustinVitolaMiddle,3790,1,"Middle, Cape May County",Justin Vitola
KevinCILLEGIBLEJerseyCity,3791,1,"Jersey City, Hudson County",Kevin Illegible
KeithPOBrienJerseyCity,3792,1,"Jersey City, Hudson County",Keith OBrien
ShannaKMooreJerseyCity,3793,1,"Jersey City, Hudson County",Shanna Moore
StevenAraneoNorthWildwood,3794,1,"North Wildwood, Cape May County",Steven Araneo
JamesBradleyWildwoodCrest,3795,1,"Wildwood Crest, Cape May County",James Bradley
MarissaBaljkoJerseyCity,3796,1,"Jersey City, Hudson County",Marissa Baljko
